,city,state,age,males,females,state_name,city_state
4774,Mobile,AL,21.0,3,0,Alabama,"Mobile, Alabama"
4775,Mobile,AL,22.0,1,0,Alabama,"Mobile, Alabama"
4776,Mobile,AL,23.0,2,0,Alabama,"Mobile, Alabama"
4777,Mobile,AL,27.0,1,0,Alabama,"Mobile, Alabama"
4778,Mobile,AL,28.0,2,0,Alabama,"Mobile, Alabama"
4779,Mobile,AL,31.0,1,0,Alabama,"Mobile, Alabama"
4780,Mobile,AL,33.0,1,0,Alabama,"Mobile, Alabama"
4781,Mobile,AL,34.0,1,0,Alabama,"Mobile, Alabama"
4782,Mobile,AL,36.0,1,0,Alabama,"Mobile, Alabama"
4783,Mobile,AL,37.0,1,0,Alabama,"Mobile, Alabama"
4784,Mobile,AL,42.0,1,0,Alabama,"Mobile, Alabama"
4785,Mobile,AL,47.0,1,0,Alabama,"Mobile, Alabama"
4786,Mobile,AL,48.0,1,0,Alabama,"Mobile, Alabama"
4787,Mobile,AL,50.0,1,0,Alabama,"Mobile, Alabama"
4788,Montgomery,AL,18.0,4,1,Alabama,"Montgomery, Alabama"
4789,Montgomery,AL,19.0,4,0,Alabama,"Montgomery, Alabama"
4790,Montgomery,AL,20.0,1,1,Alabama,"Montgomery, Alabama"
4791,Montgomery,AL,21.0,2,1,Alabama,"Montgomery, Alabama"
4792,Montgomery,AL,22.0,1,0,Alabama,"Montgomery, Alabama"
4793,Montgomery,AL,23.0,2,1,Alabama,"Montgomery, Alabama"
4794,Montgomery,AL,24.0,1,1,Alabama,"Montgomery, Alabama"
4795,Montgomery,AL,25.0,1,0,Alabama,"Montgomery, Alabama"
4796,Montgomery,AL,26.0,1,0,Alabama,"Montgomery, Alabama"
4797,Montgomery,AL,29.0,2,0,Alabama,"Montgomery, Alabama"
4798,Montgomery,AL,32.0,2,0,Alabama,"Montgomery, Alabama"
4799,Montgomery,AL,33.0,2,1,Alabama,"Montgomery, Alabama"
4800,Montgomery,AL,34.0,1,0,Alabama,"Montgomery, Alabama"
4801,Montgomery,AL,38.0,2,0,Alabama,"Montgomery, Alabama"
4802,Montgomery,AL,39.0,2,0,Alabama,"Montgomery, Alabama"
4803,Montgomery,AL,49.0,1,0,Alabama,"Montgomery, Alabama"
4804,Nauvoo,AL,26.0,1,0,Alabama,"Nauvoo, Alabama"
4805,Northport,AL,71.0,1,0,Alabama,"Northport, Alabama"
4806,Opelika,AL,10.0,1,0,Alabama,"Opelika, Alabama"
4807,Opelika,AL,29.0,1,0,Alabama,"Opelika, Alabama"
4808,Orrville,AL,33.0,1,0,Alabama,"Orrville, Alabama"
4809,Oxford,AL,33.0,1,0,Alabama,"Oxford, Alabama"
4810,Oxford,AL,50.0,2,0,Alabama,"Oxford, Alabama"
4811,Ozark,AL,83.0,1,0,Alabama,"Ozark, Alabama"
4812,Phenix City,AL,29.0,1,0,Alabama,"Phenix City, Alabama"
4813,Phenix City,AL,33.0,1,0,Alabama,"Phenix City, Alabama"
4814,Phenix City,AL,38.0,1,0,Alabama,"Phenix City, Alabama"
4815,Pleasant Grove,AL,38.0,1,0,Alabama,"Pleasant Grove, Alabama"
4816,Pleasant Grove,AL,58.0,1,0,Alabama,"Pleasant Grove, Alabama"
4817,Pleasant Grove,AL,82.0,1,0,Alabama,"Pleasant Grove, Alabama"
4818,Pleasant Valley,AL,12.0,1,0,Alabama,"Pleasant Valley, Alabama"
4819,Prattville,AL,20.0,1,0,Alabama,"Prattville, Alabama"
4820,Prattville,AL,23.0,1,0,Alabama,"Prattville, Alabama"
4821,Prattville,AL,27.0,1,0,Alabama,"Prattville, Alabama"
4822,Prichard,AL,4.0,1,0,Alabama,"Prichard, Alabama"
4823,Prichard,AL,19.0,1,0,Alabama,"Prichard, Alabama"
4824,Prichard,AL,49.0,1,0,Alabama,"Prichard, Alabama"
4825,Roanoke,AL,42.0,1,0,Alabama,"Roanoke, Alabama"
4826,Rosalie,AL,22.0,1,0,Alabama,"Rosalie, Alabama"
4827,Russellville,AL,29.0,1,0,Alabama,"Russellville, Alabama"
4828,Seale,AL,34.0,1,0,Alabama,"Seale, Alabama"
4829,Section,AL,31.0,1,0,Alabama,"Section, Alabama"
4830,Selma,AL,28.0,1,1,Alabama,"Selma, Alabama"
4831,Selma,AL,43.0,1,0,Alabama,"Selma, Alabama"
4832,Selma,AL,59.0,1,0,Alabama,"Selma, Alabama"
4833,Selma,AL,68.0,1,0,Alabama,"Selma, Alabama"
4834,Sheffield,AL,27.0,2,0,Alabama,"Sheffield, Alabama"
4835,Troy,AL,18.0,1,0,Alabama,"Troy, Alabama"
4836,Troy,AL,26.0,1,0,Alabama,"Troy, Alabama"
4837,Troy,AL,29.0,1,0,Alabama,"Troy, Alabama"
4838,Trussville,AL,87.0,1,0,Alabama,"Trussville, Alabama"
4839,Tuscaloosa,AL,13.0,1,0,Alabama,"Tuscaloosa, Alabama"
4840,Tuscaloosa,AL,17.0,1,1,Alabama,"Tuscaloosa, Alabama"
4841,Tuscaloosa,AL,20.0,1,0,Alabama,"Tuscaloosa, Alabama"
4842,Tuscaloosa,AL,24.0,1,0,Alabama,"Tuscaloosa, Alabama"
4843,Tuscaloosa,AL,27.0,1,0,Alabama,"Tuscaloosa, Alabama"
4844,Tuscaloosa,AL,39.0,1,0,Alabama,"Tuscaloosa, Alabama"
4845,Tuscaloosa,AL,52.0,1,0,Alabama,"Tuscaloosa, Alabama"
4846,Tuskegee,AL,21.0,1,0,Alabama,"Tuskegee, Alabama"
4847,Valley,AL,26.0,1,0,Alabama,"Valley, Alabama"
4848,Valley,AL,43.0,1,1,Alabama,"Valley, Alabama"
4849,Valley,AL,46.0,1,0,Alabama,"Valley, Alabama"
4850,Wedowee,AL,44.0,1,0,Alabama,"Wedowee, Alabama"
4851,Winston County,AL,50.0,1,0,Alabama,"Winston County, Alabama"
4852,Wylam,AL,17.0,2,0,Alabama,"Wylam, Alabama"
4853,Birmingham,AL,46.0,0,1,Alabama,"Birmingham, Alabama"
4854,Calera,AL,40.0,0,1,Alabama,"Calera, Alabama"
4855,Carrollton,AL,63.0,0,1,Alabama,"Carrollton, Alabama"
4856,Carrollton,AL,82.0,0,1,Alabama,"Carrollton, Alabama"
4857,Cullman,AL,41.0,0,1,Alabama,"Cullman, Alabama"
4858,Gadsden,AL,26.0,0,1,Alabama,"Gadsden, Alabama"
4859,Gardendale,AL,52.0,0,1,Alabama,"Gardendale, Alabama"
4860,Heflin,AL,21.0,0,1,Alabama,"Heflin, Alabama"
4861,Hoover,AL,20.0,0,1,Alabama,"Hoover, Alabama"
4862,Hoover,AL,36.0,0,1,Alabama,"Hoover, Alabama"
4863,Hurtsboro,AL,27.0,0,1,Alabama,"Hurtsboro, Alabama"
4864,Jefferson County,AL,3.0,0,1,Alabama,"Jefferson County, Alabama"
4865,Jefferson County,AL,43.0,0,1,Alabama,"Jefferson County, Alabama"
4866,Lincoln,AL,46.0,0,1,Alabama,"Lincoln, Alabama"
4867,Madison County,AL,34.0,0,1,Alabama,"Madison County, Alabama"
4868,Malvern,AL,57.0,0,1,Alabama,"Malvern, Alabama"
4869,McCalla,AL,55.0,0,1,Alabama,"McCalla, Alabama"
4870,Mobile,AL,20.0,0,1,Alabama,"Mobile, Alabama"
4871,Mobile,AL,65.0,0,1,Alabama,"Mobile, Alabama"
4872,Ohatchee,AL,32.0,0,1,Alabama,"Ohatchee, Alabama"
4873,Oxford,AL,49.0,0,1,Alabama,"Oxford, Alabama"
4874,St. Clair County,AL,52.0,0,1,Alabama,"St. Clair County, Alabama"
4875,State City,AL,24.0,0,1,Alabama,"State City, Alabama"
4876,Weaver,AL,20.0,0,1,Alabama,"Weaver, Alabama"
4877,Winston County,AL,80.0,0,1,Alabama,"Winston County, Alabama"
4878,Albuquerque,NM,15.0,1,0,New Mexico,"Albuquerque, New Mexico"
4879,Albuquerque,NM,21.0,3,0,New Mexico,"Albuquerque, New Mexico"
4880,Albuquerque,NM,22.0,1,0,New Mexico,"Albuquerque, New Mexico"
4881,Albuquerque,NM,23.0,1,0,New Mexico,"Albuquerque, New Mexico"
4882,Albuquerque,NM,27.0,1,0,New Mexico,"Albuquerque, New Mexico"
4883,Albuquerque,NM,29.0,1,0,New Mexico,"Albuquerque, New Mexico"
4884,Albuquerque,NM,33.0,2,0,New Mexico,"Albuquerque, New Mexico"
4885,Albuquerque,NM,35.0,1,0,New Mexico,"Albuquerque, New Mexico"
4886,Albuquerque,NM,36.0,1,0,New Mexico,"Albuquerque, New Mexico"
4887,Albuquerque,NM,37.0,1,0,New Mexico,"Albuquerque, New Mexico"
4888,Albuquerque,NM,38.0,2,0,New Mexico,"Albuquerque, New Mexico"
4889,Albuquerque,NM,43.0,1,0,New Mexico,"Albuquerque, New Mexico"
4890,Albuquerque,NM,54.0,1,0,New Mexico,"Albuquerque, New Mexico"
4891,Albuquerque,NM,58.0,1,0,New Mexico,"Albuquerque, New Mexico"
4892,Albuquerque,NM,65.0,1,0,New Mexico,"Albuquerque, New Mexico"
4893,Albuquerque,NM,78.0,1,0,New Mexico,"Albuquerque, New Mexico"
4894,Albuquerque ,NM,67.0,1,0,New Mexico,"Albuquerque , New Mexico"
4895,Aztec,NM,39.0,1,0,New Mexico,"Aztec, New Mexico"
4896,Bloomfield,NM,36.0,1,0,New Mexico,"Bloomfield, New Mexico"
4897,Carlsbad,NM,12.0,1,0,New Mexico,"Carlsbad, New Mexico"
4898,Carlsbad,NM,20.0,1,0,New Mexico,"Carlsbad, New Mexico"
4899,Carlsbad,NM,35.0,1,0,New Mexico,"Carlsbad, New Mexico"
4900,Carlsbad,NM,61.0,1,0,New Mexico,"Carlsbad, New Mexico"
4901,Clovis,NM,45.0,1,0,New Mexico,"Clovis, New Mexico"
4902,Deming,NM,64.0,1,0,New Mexico,"Deming, New Mexico"
4903,Espanola,NM,22.0,1,0,New Mexico,"Espanola, New Mexico"
4904,Espanola,NM,36.0,1,0,New Mexico,"Espanola, New Mexico"
4905,Farmington,NM,33.0,1,0,New Mexico,"Farmington, New Mexico"
4906,Farmington,NM,39.0,1,0,New Mexico,"Farmington, New Mexico"
4907,Farmington,NM,40.0,1,0,New Mexico,"Farmington, New Mexico"
4908,Farmington,NM,49.0,1,0,New Mexico,"Farmington, New Mexico"
4909,Gallup,NM,55.0,1,0,New Mexico,"Gallup, New Mexico"
4910,Hatch,NM,17.0,1,0,New Mexico,"Hatch, New Mexico"
4911,Hobbs,NM,23.0,1,0,New Mexico,"Hobbs, New Mexico"
4912,Las Cruces,NM,30.0,1,0,New Mexico,"Las Cruces, New Mexico"
4913,Las Cruces,NM,70.0,1,0,New Mexico,"Las Cruces, New Mexico"
4914,Los Alamos,NM,16.0,1,0,New Mexico,"Los Alamos, New Mexico"
4915,Los Lunas,NM,54.0,1,0,New Mexico,"Los Lunas, New Mexico"
4916,Lovington,NM,52.0,1,0,New Mexico,"Lovington, New Mexico"
4917,Rio Arriba County,NM,20.0,1,0,New Mexico,"Rio Arriba County, New Mexico"
4918,Rio Rancho,NM,22.0,1,0,New Mexico,"Rio Rancho, New Mexico"
4919,Roswell,NM,30.0,1,0,New Mexico,"Roswell, New Mexico"
4920,Santa Fe,NM,30.0,1,0,New Mexico,"Santa Fe, New Mexico"
4921,Santa Fe County,NM,23.0,1,0,New Mexico,"Santa Fe County, New Mexico"
4922,Santa Fe County,NM,29.0,1,0,New Mexico,"Santa Fe County, New Mexico"
4923,Santa Fe County,NM,44.0,1,0,New Mexico,"Santa Fe County, New Mexico"
4924,Silver City,NM,17.0,1,0,New Mexico,"Silver City, New Mexico"
4925,Silver City,NM,19.0,1,0,New Mexico,"Silver City, New Mexico"
4926,Silver City,NM,50.0,1,0,New Mexico,"Silver City, New Mexico"
4927,South Valley,NM,9.0,1,0,New Mexico,"South Valley, New Mexico"
4928,South Valley,NM,51.0,1,0,New Mexico,"South Valley, New Mexico"
4929,Springer,NM,61.0,1,0,New Mexico,"Springer, New Mexico"
4930,Tucson,NM,20.0,1,0,New Mexico,"Tucson, New Mexico"
4931,Tucson,NM,51.0,1,0,New Mexico,"Tucson, New Mexico"
4932,Tularosa,NM,19.0,1,0,New Mexico,"Tularosa, New Mexico"
4933,Albuquerque,NM,8.0,0,1,New Mexico,"Albuquerque, New Mexico"
4934,Albuquerque,NM,30.0,0,1,New Mexico,"Albuquerque, New Mexico"
4935,Albuquerque,NM,53.0,0,1,New Mexico,"Albuquerque, New Mexico"
4936,Albuquerque,NM,74.0,0,1,New Mexico,"Albuquerque, New Mexico"
4937,Bloomfield,NM,29.0,0,1,New Mexico,"Bloomfield, New Mexico"
4938,Deming,NM,62.0,0,1,New Mexico,"Deming, New Mexico"
4939,Espanola,NM,33.0,0,1,New Mexico,"Espanola, New Mexico"
4940,Hernandez,NM,29.0,0,1,New Mexico,"Hernandez, New Mexico"
4941,Hobbs,NM,35.0,0,1,New Mexico,"Hobbs, New Mexico"
4942,Las Cruces,NM,59.0,0,1,New Mexico,"Las Cruces, New Mexico"
4943,Los Lunas,NM,18.0,0,1,New Mexico,"Los Lunas, New Mexico"
4944,Los Lunas,NM,24.0,0,1,New Mexico,"Los Lunas, New Mexico"
4945,Santa Fe,NM,39.0,0,1,New Mexico,"Santa Fe, New Mexico"
4946,Silver City,NM,32.0,0,1,New Mexico,"Silver City, New Mexico"
4947,Silver City,NM,49.0,0,1,New Mexico,"Silver City, New Mexico"
4948,South Valley,NM,2.0,0,1,New Mexico,"South Valley, New Mexico"
4949,South Valley,NM,5.0,0,1,New Mexico,"South Valley, New Mexico"
4950,South Valley,NM,40.0,0,1,New Mexico,"South Valley, New Mexico"
4951,Alcoa,TN,18.0,1,0,Tennessee,"Alcoa, Tennessee"
4952,Alcoa,TN,47.0,1,0,Tennessee,"Alcoa, Tennessee"
4953,Athens,TN,34.0,1,0,Tennessee,"Athens, Tennessee"
4954,Bean Station,TN,41.0,1,0,Tennessee,"Bean Station, Tennessee"
4955,Blountville,TN,24.0,1,0,Tennessee,"Blountville, Tennessee"
4956,Bluff City,TN,58.0,1,0,Tennessee,"Bluff City, Tennessee"
4957,Brighton,TN,37.0,1,0,Tennessee,"Brighton, Tennessee"
4958,Bristol,TN,47.0,1,0,Tennessee,"Bristol, Tennessee"
4959,Carroll County,TN,50.0,1,0,Tennessee,"Carroll County, Tennessee"
4960,Chattanooga,TN,15.0,1,0,Tennessee,"Chattanooga, Tennessee"
4961,Chattanooga,TN,16.0,1,0,Tennessee,"Chattanooga, Tennessee"
4962,Chattanooga,TN,17.0,1,0,Tennessee,"Chattanooga, Tennessee"
4963,Chattanooga,TN,19.0,1,0,Tennessee,"Chattanooga, Tennessee"
4964,Chattanooga,TN,21.0,1,0,Tennessee,"Chattanooga, Tennessee"
4965,Chattanooga,TN,23.0,1,0,Tennessee,"Chattanooga, Tennessee"
4966,Chattanooga,TN,24.0,1,0,Tennessee,"Chattanooga, Tennessee"
4967,Chattanooga,TN,28.0,2,0,Tennessee,"Chattanooga, Tennessee"
4968,Chattanooga,TN,37.0,1,0,Tennessee,"Chattanooga, Tennessee"
4969,Chattanooga,TN,39.0,1,0,Tennessee,"Chattanooga, Tennessee"
4970,Clarksdale,TN,61.0,1,0,Tennessee,"Clarksdale, Tennessee"
4971,Clarksville,TN,23.0,1,0,Tennessee,"Clarksville, Tennessee"
4972,Clarksville,TN,38.0,1,0,Tennessee,"Clarksville, Tennessee"
4973,Cleveland,TN,28.0,1,0,Tennessee,"Cleveland, Tennessee"
4974,Cleveland,TN,45.0,1,0,Tennessee,"Cleveland, Tennessee"
4975,Columbia,TN,19.0,1,0,Tennessee,"Columbia, Tennessee"
4976,Cookeville,TN,53.0,1,0,Tennessee,"Cookeville, Tennessee"
4977,Cordova,TN,19.0,1,0,Tennessee,"Cordova, Tennessee"
4978,Crab Orchard,TN,16.0,1,0,Tennessee,"Crab Orchard, Tennessee"
4979,Crab Orchard,TN,17.0,2,0,Tennessee,"Crab Orchard, Tennessee"
4980,Dickson,TN,29.0,1,0,Tennessee,"Dickson, Tennessee"
4981,East Ridge,TN,63.0,1,0,Tennessee,"East Ridge, Tennessee"
4982,Elizabethton,TN,4.0,1,0,Tennessee,"Elizabethton, Tennessee"
4983,Elizabethton,TN,49.0,1,0,Tennessee,"Elizabethton, Tennessee"
4984,Erin,TN,63.0,1,0,Tennessee,"Erin, Tennessee"
4985,Erwin,TN,11.0,1,0,Tennessee,"Erwin, Tennessee"
4986,Erwin,TN,47.0,1,0,Tennessee,"Erwin, Tennessee"
4987,Etowah,TN,49.0,1,0,Tennessee,"Etowah, Tennessee"
4988,Gallatin,TN,26.0,1,0,Tennessee,"Gallatin, Tennessee"
4989,Germantown,TN,16.0,1,0,Tennessee,"Germantown, Tennessee"
4990,Gibson County,TN,58.0,1,0,Tennessee,"Gibson County, Tennessee"
4991,Grainger County,TN,10.0,1,0,Tennessee,"Grainger County, Tennessee"
4992,Greeneville,TN,51.0,1,0,Tennessee,"Greeneville, Tennessee"
4993,Greenfield,TN,52.0,1,0,Tennessee,"Greenfield, Tennessee"
4994,Greenfield,TN,61.0,1,0,Tennessee,"Greenfield, Tennessee"
4995,Harrison,TN,2.0,1,0,Tennessee,"Harrison, Tennessee"
4996,Hohenwald,TN,65.0,1,0,Tennessee,"Hohenwald, Tennessee"
4997,Hornbeak,TN,33.0,1,0,Tennessee,"Hornbeak, Tennessee"
4998,Humboldt,TN,20.0,1,0,Tennessee,"Humboldt, Tennessee"
4999,Huntingdon,TN,43.0,2,0,Tennessee,"Huntingdon, Tennessee"
5000,Huron,TN,12.0,1,0,Tennessee,"Huron, Tennessee"
5001,Huron,TN,48.0,1,0,Tennessee,"Huron, Tennessee"
5002,Jackson,TN,19.0,1,0,Tennessee,"Jackson, Tennessee"
5003,Jackson,TN,23.0,1,0,Tennessee,"Jackson, Tennessee"
5004,Jackson,TN,26.0,2,0,Tennessee,"Jackson, Tennessee"
5005,Jackson,TN,31.0,2,0,Tennessee,"Jackson, Tennessee"
5006,Jasper,TN,29.0,1,0,Tennessee,"Jasper, Tennessee"
5007,Jefferson City,TN,51.0,1,0,Tennessee,"Jefferson City, Tennessee"
5008,Jonesborough,TN,39.0,1,0,Tennessee,"Jonesborough, Tennessee"
5009,Kingston,TN,36.0,1,0,Tennessee,"Kingston, Tennessee"
5010,Knoxville,TN,17.0,2,0,Tennessee,"Knoxville, Tennessee"
5011,Knoxville,TN,18.0,2,0,Tennessee,"Knoxville, Tennessee"
5012,Knoxville,TN,21.0,2,1,Tennessee,"Knoxville, Tennessee"
5013,Knoxville,TN,23.0,1,0,Tennessee,"Knoxville, Tennessee"
5014,Knoxville,TN,27.0,1,0,Tennessee,"Knoxville, Tennessee"
5015,Knoxville,TN,30.0,1,0,Tennessee,"Knoxville, Tennessee"
5016,Knoxville,TN,36.0,1,0,Tennessee,"Knoxville, Tennessee"
5017,Knoxville,TN,43.0,1,0,Tennessee,"Knoxville, Tennessee"
5018,Knoxville,TN,45.0,1,0,Tennessee,"Knoxville, Tennessee"
5019,Knoxville,TN,52.0,1,0,Tennessee,"Knoxville, Tennessee"
5020,Knoxville,TN,55.0,1,0,Tennessee,"Knoxville, Tennessee"
5021,Knoxville,TN,57.0,1,0,Tennessee,"Knoxville, Tennessee"
5022,LaVergne,TN,22.0,1,0,Tennessee,"LaVergne, Tennessee"
5023,Lebanon,TN,21.0,1,0,Tennessee,"Lebanon, Tennessee"
5024,Lebanon,TN,30.0,1,0,Tennessee,"Lebanon, Tennessee"
5025,Lincoln County,TN,33.0,1,0,Tennessee,"Lincoln County, Tennessee"
5026,Lincoln County,TN,50.0,1,0,Tennessee,"Lincoln County, Tennessee"
5027,Louisville,TN,54.0,1,0,Tennessee,"Louisville, Tennessee"
5028,Louisville,TN,68.0,1,0,Tennessee,"Louisville, Tennessee"
5029,Maryville,TN,17.0,1,0,Tennessee,"Maryville, Tennessee"
5030,Maryville,TN,27.0,1,0,Tennessee,"Maryville, Tennessee"
5031,Maryville,TN,47.0,1,0,Tennessee,"Maryville, Tennessee"
5032,Memphis,TN,4.0,1,0,Tennessee,"Memphis, Tennessee"
5033,Memphis,TN,10.0,1,0,Tennessee,"Memphis, Tennessee"
5034,Memphis,TN,15.0,2,0,Tennessee,"Memphis, Tennessee"
5035,Memphis,TN,16.0,1,0,Tennessee,"Memphis, Tennessee"
5036,Memphis,TN,17.0,3,0,Tennessee,"Memphis, Tennessee"
5037,Memphis,TN,18.0,3,0,Tennessee,"Memphis, Tennessee"
5038,Memphis,TN,19.0,4,1,Tennessee,"Memphis, Tennessee"
5039,Memphis,TN,20.0,3,1,Tennessee,"Memphis, Tennessee"
5040,Memphis,TN,21.0,3,0,Tennessee,"Memphis, Tennessee"
5041,Memphis,TN,22.0,4,0,Tennessee,"Memphis, Tennessee"
5042,Memphis,TN,23.0,3,0,Tennessee,"Memphis, Tennessee"
5043,Memphis,TN,24.0,4,0,Tennessee,"Memphis, Tennessee"
5044,Memphis,TN,25.0,2,1,Tennessee,"Memphis, Tennessee"
5045,Memphis,TN,26.0,2,0,Tennessee,"Memphis, Tennessee"
5046,Memphis,TN,27.0,3,0,Tennessee,"Memphis, Tennessee"
5047,Memphis,TN,28.0,6,0,Tennessee,"Memphis, Tennessee"
5048,Memphis,TN,30.0,1,0,Tennessee,"Memphis, Tennessee"
5049,Memphis,TN,31.0,1,0,Tennessee,"Memphis, Tennessee"
5050,Memphis,TN,32.0,3,1,Tennessee,"Memphis, Tennessee"
5051,Memphis,TN,33.0,2,0,Tennessee,"Memphis, Tennessee"
5052,Memphis,TN,35.0,1,0,Tennessee,"Memphis, Tennessee"
5053,Memphis,TN,38.0,1,0,Tennessee,"Memphis, Tennessee"
5054,Memphis,TN,40.0,1,0,Tennessee,"Memphis, Tennessee"
5055,Memphis,TN,42.0,3,0,Tennessee,"Memphis, Tennessee"
5056,Memphis,TN,47.0,2,0,Tennessee,"Memphis, Tennessee"
5057,Memphis,TN,49.0,1,1,Tennessee,"Memphis, Tennessee"
5058,Memphis,TN,50.0,1,0,Tennessee,"Memphis, Tennessee"
5059,Memphis,TN,51.0,2,0,Tennessee,"Memphis, Tennessee"
5060,Memphis,TN,56.0,1,0,Tennessee,"Memphis, Tennessee"
5061,Memphis,TN,61.0,3,0,Tennessee,"Memphis, Tennessee"
5062,Memphis,TN,66.0,1,0,Tennessee,"Memphis, Tennessee"
5063,Memphis,TN,67.0,1,0,Tennessee,"Memphis, Tennessee"
5064,Monterey,TN,35.0,1,0,Tennessee,"Monterey, Tennessee"
5065,Murfreesboro,TN,33.0,1,0,Tennessee,"Murfreesboro, Tennessee"
5066,Nashville,TN,0.0,1,0,Tennessee,"Nashville, Tennessee"
5067,Nashville,TN,17.0,1,0,Tennessee,"Nashville, Tennessee"
5068,Nashville,TN,18.0,2,0,Tennessee,"Nashville, Tennessee"
5069,Nashville,TN,19.0,1,0,Tennessee,"Nashville, Tennessee"
5070,Nashville,TN,20.0,2,0,Tennessee,"Nashville, Tennessee"
5071,Nashville,TN,23.0,1,0,Tennessee,"Nashville, Tennessee"
5072,Nashville,TN,25.0,1,0,Tennessee,"Nashville, Tennessee"
5073,Nashville,TN,26.0,1,0,Tennessee,"Nashville, Tennessee"
5074,Nashville,TN,27.0,2,0,Tennessee,"Nashville, Tennessee"
5075,Nashville,TN,28.0,1,0,Tennessee,"Nashville, Tennessee"
5076,Nashville,TN,29.0,2,0,Tennessee,"Nashville, Tennessee"
5077,Nashville,TN,30.0,3,0,Tennessee,"Nashville, Tennessee"
5078,Nashville,TN,32.0,1,0,Tennessee,"Nashville, Tennessee"
5079,Nashville,TN,35.0,2,0,Tennessee,"Nashville, Tennessee"
5080,Nashville,TN,36.0,1,0,Tennessee,"Nashville, Tennessee"
5081,Nashville,TN,39.0,1,0,Tennessee,"Nashville, Tennessee"
5082,Nashville,TN,44.0,1,0,Tennessee,"Nashville, Tennessee"
5083,Nashville,TN,45.0,1,0,Tennessee,"Nashville, Tennessee"
5084,Nashville,TN,48.0,1,0,Tennessee,"Nashville, Tennessee"
5085,Nashville,TN,50.0,1,0,Tennessee,"Nashville, Tennessee"
5086,New Market,TN,40.0,1,0,Tennessee,"New Market, Tennessee"
5087,Newport,TN,42.0,1,0,Tennessee,"Newport, Tennessee"
5088,Newport,TN,69.0,1,0,Tennessee,"Newport, Tennessee"
5089,Pulaski,TN,28.0,1,0,Tennessee,"Pulaski, Tennessee"
5090,Red Boiling Springs,TN,71.0,1,0,Tennessee,"Red Boiling Springs, Tennessee"
5091,Rockwood,TN,42.0,1,0,Tennessee,"Rockwood, Tennessee"
5092,Rossville,TN,23.0,1,0,Tennessee,"Rossville, Tennessee"
5093,Santa Fe,TN,31.0,2,2,Tennessee,"Santa Fe, Tennessee"
5094,Seymour,TN,64.0,1,0,Tennessee,"Seymour, Tennessee"
5095,Shelby County,TN,49.0,1,0,Tennessee,"Shelby County, Tennessee"
5096,Smyrna,TN,31.0,1,0,Tennessee,"Smyrna, Tennessee"
5097,Smyrna,TN,47.0,1,0,Tennessee,"Smyrna, Tennessee"
5098,Spring Hill,TN,63.0,1,0,Tennessee,"Spring Hill, Tennessee"
5099,Springfield,TN,29.0,1,0,Tennessee,"Springfield, Tennessee"
5100,Springfield,TN,30.0,1,0,Tennessee,"Springfield, Tennessee"
5101,Springfield,TN,32.0,1,0,Tennessee,"Springfield, Tennessee"
5102,Sweetwater,TN,15.0,1,0,Tennessee,"Sweetwater, Tennessee"
5103,Tallahassee,TN,35.0,1,0,Tennessee,"Tallahassee, Tennessee"
5104,Tullahoma,TN,17.0,1,0,Tennessee,"Tullahoma, Tennessee"
5105,knoxville,TN,46.0,1,0,Tennessee,"knoxville, Tennessee"
5106,Alcoa,TN,39.0,0,1,Tennessee,"Alcoa, Tennessee"
5107,Ashland City,TN,73.0,0,1,Tennessee,"Ashland City, Tennessee"
5108,Brentwood,TN,30.0,0,1,Tennessee,"Brentwood, Tennessee"
5109,Covington,TN,64.0,0,1,Tennessee,"Covington, Tennessee"
5110,Crab Orchard,TN,22.0,0,1,Tennessee,"Crab Orchard, Tennessee"
5111,Crossville,TN,37.0,0,1,Tennessee,"Crossville, Tennessee"
5112,Culleoka,TN,59.0,0,1,Tennessee,"Culleoka, Tennessee"
5113,Drummonds,TN,31.0,0,1,Tennessee,"Drummonds, Tennessee"
5114,East Ridge,TN,42.0,0,1,Tennessee,"East Ridge, Tennessee"
5115,East Ridge,TN,61.0,0,1,Tennessee,"East Ridge, Tennessee"
5116,Elizabethton,TN,43.0,0,1,Tennessee,"Elizabethton, Tennessee"
5117,Erin,TN,59.0,0,1,Tennessee,"Erin, Tennessee"
5118,Erwin,TN,12.0,0,1,Tennessee,"Erwin, Tennessee"
5119,Erwin,TN,39.0,0,1,Tennessee,"Erwin, Tennessee"
5120,Hendersonville,TN,26.0,0,1,Tennessee,"Hendersonville, Tennessee"
5121,Huntingdon,TN,46.0,0,2,Tennessee,"Huntingdon, Tennessee"
5122,Jackson,TN,36.0,0,1,Tennessee,"Jackson, Tennessee"
5123,Johnson County,TN,6.0,0,1,Tennessee,"Johnson County, Tennessee"
5124,Johnson County,TN,31.0,0,1,Tennessee,"Johnson County, Tennessee"
5125,Jonesborough,TN,28.0,0,1,Tennessee,"Jonesborough, Tennessee"
5126,Knoxville,TN,0.0,0,1,Tennessee,"Knoxville, Tennessee"
5127,Knoxville,TN,19.0,0,1,Tennessee,"Knoxville, Tennessee"
5128,Lincoln County,TN,38.0,0,1,Tennessee,"Lincoln County, Tennessee"
5129,Louisville,TN,53.0,0,1,Tennessee,"Louisville, Tennessee"
5130,Lyles,TN,41.0,0,1,Tennessee,"Lyles, Tennessee"
5131,Madisonville,TN,57.0,0,1,Tennessee,"Madisonville, Tennessee"
